SeedX	SeedY	Weight 0	Weight 1	Weight 2	Weight 3	Weight 4	Weight 5	Weight 6	Weight 7	Weight 8	Weight 9	Weight 10	Weight 11	Weight 12	Weight 13	Weight 14	Weight 15	Weight 16	Weight 17	Weight 18	Weight 19	Weight 20	Weight 21	Weight 22	Weight 23	Weight 24	Weight 25	Weight 26	Weight 27	Weight 28	Weight 29	Weight 30	Weight 31	Weight 32	Weight 33	Weight 34	Weight 35	Weight 36	Weight 37	Weight 38	Weight 39	Weight 40	Weight 41	Weight 42	Weight 43	Weight 44	Weight 45	Weight 46	Weight 47	Weight 48	Weight 49	Weight 50	Weight 51	Weight 52	Weight 53	Weight 54	Weight 55	Weight 56	Weight 57	Weight 58	Weight 59	Weight 60	Weight 61	Weight 62	Weight 63	Weight 64	Weight 65	Weight 66	Weight 67	Weight 68	Weight 69	Weight 70	Weight 71	Weight 72	Weight 73	Weight 74	Weight 75	Weight 76	Weight 77	Weight 78	Weight 79	Weight 80	Weight 81	Weight 82	Weight 83	Weight 84	Weight 85	Weight 86	Weight 87	Weight 88	Weight 89	Weight 90	Weight 91	Weight 92	Weight 93	Weight 94	Weight 95	Weight 96	Weight 97	Weight 98	Weight 99	
0	0	1	1	1	1	0.00647769	0	0	0	0	0	1	1	1	0.86685	0	0	0	0	0	0	1	1	1	0.374254	0	0	0	0	0	0	1	0.865418	0.373696	0	0	0	0	0	0	0	0.00646993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	1	1	1	1	1	0.00656696	0	0	0	0	1	1	1	1	0.866338	0	0	0	0	0	1	1	1	1	0.37375	0	0	0	0	0	0.849028	1	0.87124	0.375574	0	0	0	0	0	0	0	0.00634185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	1	1	1	1	1	1	0.00669892	0	0	0	1	1	1	1	1	0.867122	0	0	0	0	1	1	1	1	1	0.37243	0	0	0	0	0.367722	0.850126	1	0.867944	0.37387	0	0	0	0	0	0	0	0.00640395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	3	1	0.989938	1	1	1	1	1	0.00669892	0	0	0.852552	1	1	1	1	1	0.864079	0	0	0	0.367684	1	1	1	1	1	0.371091	0	0	0	0	0.366915	0.85287	1	0.868197	0.374119	0	0	0	0	0	0	0	0.0063108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	4	0.00633021	0.989934	1	1	1	1	1	1	0.00672609	0	0	0.852439	1	1	1	1	1	0.866497	0	0	0	0.367024	1	1	1	1	1	0.375058	0	0	0	0	0.367334	0.853526	1	0.863993	0.373959	0	0	0	0	0	0	0	0.00653591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	5	0	0.00648545	0.988203	1	1	1	1	1	1	0.00644664	0	0	0.854644	1	1	1	1	1	0.867421	0	0	0	0.366496	1	1	1	1	1	0.37375	0	0	0	0	0.365988	0.850891	1	0.868193	0.373424	0	0	0	0	0	0	0	0.00645828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	6	0	0	0.00629527	1	1	1	1	1	1	1	0	0	0	0.851558	1	1	1	1	1	0.866019	0	0	0	0.368654	1	1	1	1	1	0.375151	0	0	0	0	0.366783	0.849563	1	0.865752	0.372787	0	0	0	0	0	0	0	0.00645828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	7	0	0	0	0.00628363	1	1	1	1	1	1	0	0	0	0	0.851186	1	1	1	1	1	0	0	0	0	0.365828	1	1	1	1	1	0	0	0	0	0	0.365782	0.85412	1	0.866543	0.375896	0	0	0	0	0	0	0	0.00677266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	8	0	0	0	0	0.0063729	1	1	1	1	1	0	0	0	0	0	0.853359	1	1	1	1	0	0	0	0	0	0.367459	1	1	1	1	0	0	0	0	0	0	0.367629	0.854849	1	0.866691	0	0	0	0	0	0	0	0	0.00628751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	9	0	0	0	0	0	0.0063923	1	1	1	1	0	0	0	0	0	0	0.85365	1	1	1	0	0	0	0	0	0	0.366709	1	1	1	0	0	0	0	0	0	0	0.366783	0.851236	1	0	0	0	0	0	0	0	0	0	0.00660577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
